Обработка,Интервью с руководителем,СБ,Оформление
0 days 00:00:25,0 days 00:00:01,0 days 00:00:02,0 days 00:00:12
0 days 00:00:13,0 days 00:00:01,0 days 03:21:44,5 days 23:10:18
0 days 00:00:36,0 days 00:00:01,0 days 03:33:49,3 days 07:00:32
0 days 00:00:21,0 days 00:00:01,0 days 03:29:51,3 days 06:17:16
0 days 00:00:22,0 days 00:00:01,0 days 03:37:28,4 days 00:22:13
0 days 00:00:25,0 days 00:00:01,0 days 03:46:25,3 days 05:57:18
0 days 00:00:36,0 days 00:00:01,2 days 17:00:53,16 days 05:30:59
0 days 00:00:21,0 days 00:00:01,2 days 16:52:01,14 days 13:50:19
0 days 00:00:26,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:11,0 days 00:00:01,0 days 00:00:02,0 days 00:00:03
0 days 00:00:17,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
83 days 00:23:26,0 days 00:00:02,0 days 00:00:02,0 days 00:01:19
0 days 00:00:15,0 days 00:00:01,0 days 00:00:02,0 days 00:00:03
0 days 00:00:15,0 days 00:00:01,2 days 17:04:13,3 days 05:16:22
0 days 00:00:17,0 days 00:00:02,2 days 16:49:09,9 days 02:10:29
0 days 00:00:20,0 days 00:00:02,2 days 17:05:34,3 days 03:11:25
0 days 00:00:25,0 days 00:00:01,0 days 03:07:10,0 days 02:21:00
0 days 00:00:26,0 days 00:00:01,0 days 00:00:01,0 days 00:00:08
0 days 00:00:19,0 days 00:00:01,2 days 17:10:55,21 days 03:09:03
0 days 00:00:15,0 days 00:00:01,2 days 17:13:39,3 days 06:10:37
0 days 00:00:18,0 days 00:00:01,0 days 00:00:01,0 days 00:00:07
0 days 00:00:13,0 days 00:00:01,2 days 17:12:50,5 days 22:24:10
0 days 00:00:19,0 days 00:00:01,2 days 16:59:36,22 days 04:37:47
0 days 00:00:17,0 days 00:00:00,0 days 03:14:22,3 days 04:42:09
0 days 00:00:13,0 days 00:00:01,2 days 17:16:03,14 days 05:17:53
0 days 00:00:22,0 days 00:00:01,2 days 17:15:33,23 days 04:27:42
0 days 00:00:19,0 days 00:00:00,2 days 17:11:18,0 days 23:23:13
0 days 00:00:20,0 days 00:00:01,2 days 16:39:01,21 days 03:48:59
0 days 00:00:20,0 days 00:00:01,2 days 17:19:50,2 days 17:45:43
0 days 00:00:21,0 days 00:00:01,2 days 17:15:30,35 days 04:00:34
0 days 00:00:19,0 days 00:00:01,2 days 17:13:24,18 days 04:11:44
0 days 00:00:14,0 days 00:00:01,2 days 17:07:50,3 days 06:22:55
0 days 00:00:45,0 days 00:00:01,2 days 17:15:00,3 days 03:15:52
0 days 00:00:25,0 days 00:00:01,2 days 17:21:53,3 days 16:54:15
0 days 00:00:13,0 days 00:00:01,0 days 02:47:35,11 days 01:00:24
0 days 00:00:14,0 days 00:00:01,2 days 17:13:48,3 days 04:37:59
0 days 00:00:15,6 days 02:21:14,0 days 00:00:02,0 days 00:01:30
0 days 00:00:17,0 days 00:00:01,19 days 20:57:17,0 days 00:00:06
0 days 00:00:09,0 days 00:00:01,2 days 17:26:21,7 days 20:22:38
0 days 00:00:18,12 days 02:59:24,0 days 17:27:25,13 days 23:14:30
0 days 00:00:25,0 days 00:00:02,2 days 16:42:38,0 days 21:27:14
0 days 00:00:09,6 days 21:44:33,0 days 00:00:02,0 days 00:00:07
0 days 00:00:13,0 days 00:00:01,0 days 00:00:01,0 days 00:00:06
0 days 00:00:11,0 days 00:00:01,2 days 16:23:33,14 days 21:02:05
2 days 22:46:14,2 days 22:46:03,2 days 22:46:05,0 days 00:00:09
0 days 00:00:29,0 days 00:00:01,2 days 17:48:49,3 days 03:07:31
0 days 00:00:20,0 days 00:00:01,2 days 17:54:34,14 days 22:18:54
0 days 00:00:16,68 days 23:57:28,0 days 19:12:37,0 days 00:00:09
0 days 00:02:01,3 days 18:12:21,0 days 02:55:42,33 days 22:56:55
0 days 00:00:19,0 days 00:00:01,2 days 16:01:41,7 days 03:13:37
0 days 00:00:24,0 days 00:00:01,2 days 16:00:05,4 days 02:34:17
0 days 00:00:18,0 days 00:00:01,2 days 18:51:33,63 days 00:08:10
0 days 00:00:16,0 days 00:00:01,2 days 18:51:21,6 days 20:28:17
0 days 00:00:19,0 days 00:00:01,2 days 18:52:26,0 days 00:00:15
13 days 21:02:39,13 days 21:02:24,13 days 21:02:26,0 days 00:00:10
0 days 00:00:24,0 days 00:00:01,0 days 00:00:02,0 days 00:00:07
0 days 00:00:36,0 days 00:00:01,2 days 19:10:46,6 days 19:37:01
0 days 00:00:22,0 days 00:00:01,2 days 19:56:57,6 days 03:06:20
0 days 00:00:16,0 days 00:00:01,2 days 18:55:06,17 days 18:57:56
0 days 00:00:18,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:01:01,5 days 23:09:59,0 days 00:00:01,0 days 00:00:08
0 days 00:00:44,2 days 21:38:25,0 days 18:05:15,12 days 22:01:00
0 days 00:00:09,2 days 23:19:49,0 days 18:15:22,16 days 17:22:37
0 days 00:00:20,2 days 21:23:52,0 days 16:45:59,10 days 03:07:20
0 days 00:00:32,3 days 21:17:55,1 days 17:48:08,19 days 02:16:43
0 days 00:00:15,0 days 00:00:01,0 days 00:00:02,0 days 00:00:12
0 days 00:00:31,2 days 20:43:37,0 days 18:28:20,19 days 20:06:44
0 days 00:00:08,3 days 00:20:08,0 days 17:52:01,12 days 21:43:47
0 days 00:01:19,18 days 16:22:02,0 days 04:20:18,0 days 22:57:00
0 days 00:00:27,0 days 00:00:01,0 days 04:56:35,6 days 18:39:32
0 days 00:00:36,0 days 00:00:01,0 days 04:04:41,6 days 00:38:46
0 days 00:00:26,0 days 00:00:01,0 days 04:37:58,7 days 01:34:18
0 days 00:00:32,1 days 03:04:40,0 days 02:53:51,12 days 22:39:34
0 days 00:00:36,0 days 00:00:01,0 days 03:58:57,41 days 02:15:43
0 days 00:00:14,0 days 00:00:01,0 days 04:00:23,6 days 01:23:02
0 days 00:00:26,0 days 00:00:01,0 days 03:29:06,6 days 07:01:53
0 days 00:00:23,0 days 00:00:01,0 days 03:29:10,6 days 20:31:58
0 days 00:00:14,0 days 00:00:01,0 days 03:34:50,3 days 01:22:44
0 days 00:00:24,0 days 00:00:01,0 days 03:17:18,2 days 21:34:21
0 days 00:01:08,0 days 00:00:01,10 days 05:47:02,5 days 02:09:12
0 days 00:00:52,0 days 00:00:01,0 days 03:39:08,0 days 00:00:14
0 days 00:00:29,0 days 00:00:01,0 days 03:12:19,15 days 03:09:21
0 days 00:00:21,0 days 00:00:01,0 days 03:31:18,13 days 05:52:52
0 days 00:01:48,16 days 23:04:17,0 days 16:50:11,0 days 21:11:44
0 days 00:00:41,0 days 00:00:02,0 days 03:24:34,6 days 22:26:24
0 days 00:00:11,0 days 00:00:01,0 days 02:50:43,4 days 19:33:17
0 days 00:01:56,0 days 00:00:01,0 days 03:14:46,15 days 21:50:10
0 days 00:00:12,0 days 00:00:01,0 days 03:34:37,15 days 00:39:27
0 days 00:00:15,1 days 00:04:48,0 days 03:05:26,1 days 23:12:00
0 days 00:00:34,0 days 05:30:47,0 days 18:22:42,28 days 21:08:02
0 days 00:00:31,0 days 00:00:01,0 days 07:04:18,3 days 02:23:48
0 days 00:00:30,0 days 00:00:01,0 days 03:11:50,13 days 03:28:15
0 days 00:00:19,0 days 00:00:01,0 days 03:13:25,13 days 22:45:24
0 days 00:00:49,0 days 00:00:01,0 days 03:05:47,21 days 22:33:38
0 days 00:00:15,0 days 00:00:01,0 days 03:44:13,6 days 21:05:27
0 days 00:00:14,0 days 00:00:01,0 days 03:31:45,15 days 20:00:41
0 days 00:00:33,0 days 00:00:01,0 days 03:12:27,5 days 19:57:59
0 days 00:00:20,0 days 00:00:01,0 days 02:53:24,10 days 00:00:44
0 days 00:00:52,0 days 00:00:01,0 days 03:07:52,6 days 04:49:08
0 days 00:00:19,0 days 00:00:01,0 days 02:53:12,6 days 02:11:20
0 days 00:00:40,2 days 00:50:32,1 days 01:19:44,14 days 03:27:49
0 days 00:01:03,0 days 00:00:01,0 days 04:02:49,6 days 07:18:34
0 days 00:00:16,0 days 00:00:01,0 days 04:16:13,0 days 00:00:05
0 days 00:00:50,0 days 00:00:01,0 days 04:03:57,8 days 01:31:05
0 days 00:00:19,0 days 00:00:01,0 days 03:42:00,10 days 02:53:49
0 days 00:00:11,0 days 00:00:01,0 days 03:49:24,19 days 22:03:50
0 days 00:00:28,0 days 00:00:01,0 days 04:04:29,46 days 01:47:01
0 days 00:00:17,0 days 00:00:01,0 days 03:54:54,13 days 06:49:24
0 days 00:00:17,0 days 00:00:01,0 days 03:44:35,5 days 20:10:26
0 days 00:00:22,0 days 00:00:01,0 days 03:57:29,10 days 22:13:42
0 days 00:00:28,0 days 00:00:01,0 days 03:33:27,6 days 04:19:58
0 days 00:00:22,0 days 00:00:01,0 days 03:47:02,17 days 02:15:34
0 days 00:00:41,0 days 00:00:01,0 days 03:58:47,21 days 00:19:59
0 days 00:00:19,0 days 00:00:01,0 days 04:19:48,8 days 19:29:10
8 days 01:32:28,0 days 00:00:01,0 days 00:00:02,0 days 00:02:20
0 days 00:00:16,0 days 00:00:01,0 days 03:57:02,2 days 04:50:05
0 days 00:00:09,0 days 05:25:29,0 days 18:34:09,5 days 18:56:23
0 days 00:00:18,0 days 00:00:02,0 days 04:11:30,5 days 18:18:18
0 days 00:00:24,0 days 07:23:07,0 days 17:16:20,19 days 22:00:42
0 days 00:00:19,0 days 00:00:02,0 days 04:09:35,8 days 02:04:53
0 days 00:00:15,0 days 00:00:01,0 days 03:58:55,14 days 06:08:07
0 days 00:00:37,0 days 00:00:01,0 days 03:32:06,13 days 05:22:54
0 days 00:00:18,0 days 00:00:01,0 days 03:49:57,2 days 04:21:01
0 days 00:00:14,0 days 00:00:01,0 days 03:55:44,3 days 03:38:03
0 days 00:01:34,0 days 00:00:01,0 days 00:00:02,0 days 23:59:48
0 days 00:00:16,1 days 01:07:15,0 days 02:46:11,6 days 22:39:15
0 days 00:00:22,0 days 00:00:01,0 days 03:28:27,13 days 20:47:23
0 days 00:00:23,0 days 00:00:02,0 days 03:49:23,15 days 00:53:39
0 days 00:00:33,0 days 00:00:01,0 days 03:12:48,17 days 19:06:54
0 days 00:00:18,0 days 00:00:01,0 days 04:10:39,3 days 02:06:24
0 days 00:00:15,0 days 00:00:01,0 days 03:28:00,8 days 20:45:51
0 days 00:00:21,0 days 00:00:01,0 days 04:07:29,8 days 02:06:38
0 days 00:00:15,0 days 00:00:01,0 days 03:50:41,17 days 07:36:28
0 days 00:01:18,1 days 02:08:04,1 days 18:08:21,12 days 02:15:08
0 days 00:00:17,0 days 00:00:01,0 days 03:41:46,13 days 05:03:15
0 days 00:00:20,0 days 00:00:01,0 days 03:28:18,14 days 07:19:34
0 days 00:00:21,2 days 01:27:44,1 days 01:09:06,11 days 00:39:21
0 days 00:02:22,2 days 04:40:57,0 days 21:27:55,3 days 01:31:56
0 days 00:00:20,0 days 04:49:42,0 days 18:10:04,1 days 23:46:42
0 days 00:00:38,0 days 00:00:01,37 days 06:11:09,0 days 00:00:06
0 days 00:00:15,0 days 00:00:01,0 days 03:32:53,9 days 22:55:56
0 days 00:00:18,0 days 00:00:01,0 days 03:25:52,22 days 22:27:31
0 days 00:00:20,1 days 01:16:31,0 days 01:31:12,22 days 23:39:35
0 days 00:00:13,0 days 00:00:01,0 days 03:27:42,2 days 06:52:51
0 days 00:00:33,0 days 00:00:01,0 days 03:12:03,6 days 02:47:14
0 days 00:00:40,6 days 21:39:49,0 days 05:13:14,30 days 21:25:05
0 days 00:00:18,6 days 23:37:04,0 days 05:46:42,14 days 04:44:26
0 days 00:00:19,0 days 00:00:01,0 days 03:25:36,6 days 01:52:37
0 days 00:00:30,0 days 00:00:01,0 days 03:20:22,27 days 01:08:10
0 days 00:00:30,0 days 00:00:01,0 days 03:15:14,2 days 04:53:45
87 days 03:55:25,0 days 00:00:02,0 days 17:00:07,3 days 22:15:39
0 days 00:00:25,0 days 00:00:01,0 days 03:17:58,17 days 07:21:50
0 days 00:00:42,0 days 00:00:01,0 days 02:56:03,15 days 02:43:02
0 days 00:00:39,2 days 03:46:20,0 days 22:40:24,7 days 03:49:22
0 days 00:00:22,0 days 00:00:01,0 days 03:27:59,2 days 04:12:44
0 days 00:00:45,3 days 03:57:36,0 days 19:23:29,27 days 22:31:36
0 days 00:00:26,2 days 00:15:02,1 days 01:35:08,10 days 19:04:25
0 days 00:00:42,0 days 00:00:01,0 days 03:28:34,6 days 19:59:28
0 days 00:00:33,0 days 05:20:03,0 days 17:32:32,8 days 02:03:10
0 days 00:00:30,0 days 00:00:01,36 days 04:39:41,0 days 00:00:06
0 days 00:00:20,0 days 00:00:01,0 days 03:25:17,3 days 04:07:14
0 days 00:00:14,0 days 00:00:01,0 days 04:23:30,8 days 00:22:22
0 days 00:00:22,0 days 00:00:02,0 days 04:28:40,22 days 22:35:17
0 days 00:00:37,0 days 00:00:01,0 days 03:33:37,5 days 22:24:51
0 days 00:00:32,0 days 00:00:01,0 days 04:17:02,2 days 02:19:37
0 days 00:00:43,0 days 00:00:01,0 days 03:30:29,14 days 23:54:18
0 days 00:00:16,0 days 00:00:01,0 days 04:29:12,13 days 03:24:49
0 days 00:00:20,0 days 00:00:01,0 days 04:31:35,2 days 01:49:41
0 days 00:00:26,0 days 00:00:01,0 days 03:15:38,8 days 04:01:09
0 days 00:01:22,0 days 22:38:45,0 days 03:04:01,9 days 19:20:36
0 days 00:00:13,0 days 00:00:01,0 days 20:47:20,8 days 01:02:32
0 days 00:00:21,2 days 00:13:55,0 days 23:37:06,12 days 02:13:29
0 days 00:00:18,9 days 05:12:44,16 days 05:18:30,19 days 03:00:27
0 days 00:00:17,0 days 00:00:01,0 days 03:14:26,6 days 01:31:29
0 days 00:00:44,0 days 00:00:01,0 days 03:50:42,10 days 03:45:27
0 days 00:00:19,0 days 00:00:01,0 days 02:57:07,14 days 06:07:54
0 days 00:00:20,0 days 00:00:01,0 days 03:16:02,2 days 23:45:04
0 days 00:00:33,15 days 00:22:23,0 days 18:56:49,5 days 21:08:12
0 days 00:00:22,0 days 00:00:01,0 days 02:25:46,14 days 19:05:09
0 days 00:00:55,0 days 21:51:25,0 days 03:02:08,6 days 19:42:59
0 days 00:00:56,28 days 00:38:43,0 days 00:00:02,0 days 00:00:10
0 days 00:00:25,1 days 02:53:06,1 days 19:00:59,2 days 22:46:12
0 days 00:00:21,0 days 21:10:03,0 days 03:06:56,0 days 00:00:40
0 days 00:00:49,0 days 23:16:24,0 days 02:03:14,7 days 20:43:56
0 days 00:00:32,0 days 00:00:01,0 days 03:45:01,2 days 06:19:03
0 days 00:01:02,6 days 19:43:01,0 days 23:33:38,0 days 00:00:15
6 days 23:12:16,0 days 00:00:01,0 days 00:00:01,0 days 00:00:06
0 days 00:00:27,0 days 00:00:01,0 days 17:43:50,6 days 00:30:44
0 days 00:00:14,0 days 00:00:02,0 days 03:33:39,9 days 06:26:10
0 days 00:00:31,0 days 00:00:01,0 days 17:59:53,14 days 05:31:43
0 days 00:00:11,0 days 00:00:01,0 days 17:56:50,6 days 01:58:35
0 days 00:00:13,0 days 00:00:01,0 days 17:49:42,7 days 21:34:46
0 days 00:00:46,0 days 00:00:02,0 days 17:53:58,5 days 23:04:32
0 days 00:00:45,0 days 00:00:00,0 days 17:58:31,10 days 01:49:17
0 days 00:00:20,0 days 00:00:01,0 days 17:55:33,9 days 20:24:40
0 days 00:00:33,0 days 00:00:02,0 days 00:00:02,0 days 00:00:15
38 days 02:36:48,38 days 02:36:27,38 days 02:36:28,0 days 00:00:07
0 days 00:00:40,0 days 00:00:01,0 days 21:53:17,7 days 18:29:12
0 days 00:00:30,0 days 00:00:01,0 days 17:50:24,6 days 01:52:28
0 days 00:00:18,0 days 00:00:01,0 days 00:00:01,0 days 00:00:33
0 days 00:00:22,0 days 00:00:01,0 days 18:00:09,2 days 04:49:14
0 days 00:00:19,1 days 02:49:59,1 days 18:32:33,0 days 00:00:17
0 days 00:00:12,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:24,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:18,0 days 00:00:01,0 days 18:08:40,6 days 04:37:17
0 days 00:00:21,0 days 00:00:01,0 days 17:58:08,0 days 00:00:05
0 days 00:00:17,0 days 00:00:01,0 days 17:50:08,17 days 05:50:39
0 days 00:00:18,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:26,0 days 00:00:01,0 days 00:00:02,7 days 22:54:17
0 days 00:01:05,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:14,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:28,0 days 00:00:01,0 days 00:00:02,0 days 00:00:10
0 days 00:00:20,0 days 00:00:01,0 days 18:20:06,17 days 09:25:36
0 days 00:00:28,0 days 00:00:01,0 days 00:00:02,0 days 00:00:16
0 days 00:00:16,0 days 00:00:01,0 days 00:00:02,0 days 00:00:08
0 days 00:00:23,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:15,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:36,0 days 00:00:01,0 days 18:01:00,13 days 00:49:17
0 days 00:00:12,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
1 days 02:09:25,28 days 18:57:14,0 days 00:00:02,0 days 00:00:07
0 days 00:00:44,0 days 00:00:01,0 days 18:15:21,29 days 22:28:41
0 days 00:01:15,0 days 00:00:01,0 days 00:00:02,0 days 00:00:13
0 days 00:00:25,0 days 00:00:02,0 days 00:00:03,0 days 00:00:08
0 days 00:00:34,0 days 00:00:01,0 days 00:00:02,0 days 00:00:07
0 days 00:00:19,0 days 00:00:01,0 days 00:00:02,0 days 00:00:08
0 days 00:00:18,0 days 00:00:02,0 days 00:00:02,0 days 00:00:06
0 days 00:00:11,1 days 01:26:45,1 days 19:47:41,18 days 23:05:23
0 days 00:00:29,0 days 00:00:01,0 days 18:31:55,6 days 16:24:32
0 days 00:00:29,0 days 00:00:01,0 days 00:00:02,0 days 00:00:10
0 days 00:00:27,0 days 00:00:01,0 days 16:47:41,20 days 04:18:47
0 days 00:00:29,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:23,0 days 00:00:01,0 days 00:00:01,0 days 00:00:10
0 days 00:00:17,0 days 00:00:01,0 days 00:00:02,0 days 00:00:08
0 days 00:00:24,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:25,0 days 00:00:01,0 days 00:00:02,0 days 00:00:07
0 days 00:00:18,0 days 00:00:01,0 days 16:49:53,15 days 19:20:46
0 days 00:00:17,0 days 00:00:01,0 days 00:00:02,0 days 00:00:08
0 days 00:00:30,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:01:08,0 days 00:00:01,0 days 00:00:01,0 days 00:00:11
0 days 00:00:21,0 days 00:00:01,0 days 17:37:14,12 days 23:34:00
0 days 00:00:09,0 days 20:09:24,0 days 03:09:28,7 days 21:04:20
0 days 00:00:20,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:01:06,0 days 00:00:01,0 days 00:00:02,0 days 00:00:13
0 days 00:00:16,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:17,0 days 00:00:01,0 days 18:01:50,1 days 21:35:29
0 days 00:00:18,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:00:26,0 days 00:00:01,0 days 00:00:02,0 days 00:00:08
0 days 00:00:21,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:00:29,0 days 00:00:01,0 days 00:00:01,0 days 00:00:06
0 days 00:00:49,0 days 22:52:07,1 days 18:27:00,4 days 18:36:29
0 days 00:00:33,0 days 00:00:01,0 days 18:12:16,22 days 23:42:27
0 days 00:00:26,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:20,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:04:05,0 days 00:00:01,0 days 00:00:01,2 days 07:36:34
0 days 00:00:16,0 days 00:00:01,0 days 00:00:01,0 days 00:00:33
0 days 00:00:22,0 days 00:00:01,0 days 00:00:01,0 days 00:00:07
0 days 00:00:36,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:00:17,0 days 00:00:01,0 days 16:47:49,2 days 08:24:34
0 days 00:01:09,0 days 00:00:01,0 days 16:47:00,8 days 04:31:52
0 days 00:00:22,0 days 00:00:01,0 days 16:49:27,13 days 08:46:18
0 days 00:00:14,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:00:21,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:51,0 days 00:00:01,0 days 00:00:02,0 days 00:00:11
0 days 00:00:51,0 days 00:00:01,0 days 21:28:33,0 days 22:34:23
0 days 00:03:28,0 days 00:00:01,0 days 16:49:23,13 days 04:30:22
0 days 00:00:30,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:00:07,0 days 17:38:48,0 days 03:17:50,13 days 23:55:13
0 days 00:00:41,0 days 00:00:01,0 days 00:00:02,0 days 00:00:08
0 days 00:00:42,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:00:17,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:26,0 days 00:00:01,0 days 17:25:19,8 days 02:00:24
0 days 00:00:27,0 days 00:00:01,0 days 00:00:02,0 days 00:00:05
0 days 00:01:12,0 days 00:00:01,0 days 17:17:40,6 days 19:00:26
0 days 00:00:16,0 days 22:21:02,1 days 18:25:48,21 days 21:31:37
0 days 00:00:32,0 days 00:00:01,0 days 17:33:09,7 days 21:25:41
0 days 00:00:28,0 days 00:00:00,0 days 00:00:02,0 days 00:00:06
0 days 00:00:34,0 days 00:00:01,0 days 00:00:02,0 days 00:00:15
0 days 00:00:14,0 days 00:00:01,0 days 00:00:01,0 days 00:00:08
0 days 00:00:27,0 days 00:00:01,0 days 17:37:36,0 days 00:00:04
0 days 00:00:19,0 days 00:00:01,0 days 00:00:01,0 days 00:00:22
0 days 00:01:23,0 days 00:00:01,0 days 18:08:13,7 days 22:11:12
0 days 00:00:23,2 days 17:30:33,0 days 05:20:20,19 days 19:26:07
0 days 00:00:16,0 days 00:00:01,0 days 17:51:40,33 days 23:17:22
0 days 00:00:20,0 days 00:00:01,0 days 00:00:02,0 days 00:00:11
0 days 00:00:30,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:00:09,1 days 19:01:15,1 days 01:25:26,5 days 21:11:12
0 days 00:00:21,0 days 00:00:01,0 days 00:00:02,0 days 00:00:07
0 days 00:00:15,0 days 00:00:01,0 days 22:35:51,15 days 01:01:09
0 days 00:00:20,0 days 00:00:01,0 days 00:00:02,0 days 00:00:04
0 days 00:00:14,0 days 00:00:01,0 days 00:00:02,0 days 00:00:06
0 days 00:00:23,0 days 00:00:01,0 days 00:00:02,0 days 00:00:08
0 days 00:00:10,0 days 00:00:00,0 days 17:24:55,18 days 03:39:18
0 days 00:00:41,0 days 00:00:02,0 days 16:30:07,12 days 23:34:07
0 days 00:00:21,0 days 00:00:01,0 days 16:30:59,2 days 21:10:20
0 days 00:00:18,0 days 00:00:01,0 days 15:58:51,8 days 02:17:03
0 days 00:00:14,0 days 00:00:01,0 days 18:39:06,22 days 04:59:02
0 days 00:00:20,0 days 00:00:01,0 days 18:32:13,0 days 03:59:27
0 days 00:00:18,0 days 00:00:01,0 days 18:38:59,5 days 18:19:31
0 days 00:00:35,0 days 00:00:01,0 days 18:28:45,2 days 21:07:06
0 days 00:00:19,13 days 16:12:01,0 days 03:32:14,6 days 03:11:18
0 days 00:00:55,0 days 00:00:01,0 days 17:48:19,6 days 00:58:08
0 days 00:00:25,0 days 00:00:01,0 days 18:10:28,7 days 17:51:37
0 days 00:00:26,0 days 00:00:01,0 days 18:13:49,13 days 21:16:43
0 days 00:00:14,0 days 00:00:01,0 days 00:00:01,0 days 00:00:19
0 days 00:00:12,0 days 17:49:17,0 days 03:12:51,6 days 22:20:08
0 days 00:00:13,0 days 00:00:01,0 days 00:00:01,0 days 00:00:04
0 days 00:00:24,0 days 00:00:01,0 days 18:04:00,2 days 21:31:36
0 days 00:01:13,0 days 00:00:01,0 days 00:00:01,0 days 00:00:05
0 days 00:00:20,0 days 00:00:01,0 days 18:25:38,7 days 19:16:57
0 days 00:00:21,0 days 00:00:02,0 days 18:01:17,13 days 00:17:06
0 days 00:00:41,0 days 00:00:01,0 days 00:00:02,0 days 00:00:08
0 days 00:00:14,0 days 00:00:01,0 days 00:00:02,0 days 00:00:18
0 days 00:00:25,0 days 00:00:01,0 days 17:58:22,2 days 18:20:26
0 days 00:00:25,0 days 00:00:01,0 days 18:09:13,3 days 22:33:15
0 days 00:00:29,0 days 00:00:01,0 days 00:00:01,0 days 00:00:06
0 days 00:02:27,2 days 22:40:51,0 days 19:17:14,12 days 17:55:26
0 days 00:01:30,0 days 00:00:01,0 days 00:00:02,3 days 00:22:03
0 days 00:00:13,0 days 00:00:02,0 days 00:00:02,0 days 00:00:04
0 days 00:00:15,0 days 00:00:01,0 days 00:00:02,0 days 00:00:07
0 days 00:00:21,0 days 00:00:01,0 days 17:56:56,0 days 22:27:38
0 days 00:00:40,0 days 00:00:01,0 days 16:44:28,0 days 00:00:05
0 days 00:00:24,0 days 00:00:01,0 days 18:12:42,9 days 20:41:46
0 days 00:00:25,0 days 00:00:01,0 days 00:00:02,0 days 00:00:13
0 days 00:00:25,0 days 00:00:01,0 days 18:11:26,1 days 23:08:55
0 days 00:00:33,0 days 00:00:02,0 days 17:40:37,6 days 18:45:43
0 days 00:00:27,0 days 00:00:01,0 days 17:50:33,0 days 00:00:05
0 days 00:00:19,0 days 00:00:02,0 days 18:14:58,29 days 01:03:27
0 days 00:00:27,0 days 00:00:01,0 days 16:33:54,13 days 20:14:07
0 days 00:00:18,0 days 00:00:01,0 days 18:25:29,0 days 00:00:05
0 days 00:00:59,0 days 00:00:01,0 days 18:29:23,12 days 22:51:54
0 days 00:00:22,0 days 00:00:01,0 days 18:27:49,1 days 21:21:29
0 days 00:00:24,0 days 00:00:00,0 days 17:43:05,15 days 18:03:54
0 days 00:00:18,0 days 00:00:01,0 days 18:21:05,6 days 19:48:39
0 days 00:00:21,0 days 00:00:01,0 days 17:57:30,22 days 23:04:58
0 days 00:00:18,0 days 00:00:01,0 days 17:53:37,61 days 20:24:52
0 days 00:00:20,0 days 00:00:01,0 days 16:06:07,7 days 19:36:01
0 days 00:00:10,3 days 15:45:09,0 days 03:48:00,4 days 03:10:46
0 days 00:00:26,0 days 00:00:01,0 days 18:09:53,5 days 19:26:07
0 days 00:00:26,0 days 00:00:01,0 days 18:14:06,5 days 18:17:24
0 days 00:00:29,0 days 00:00:01,0 days 17:53:00,13 days 21:33:49
0 days 00:00:19,0 days 00:00:01,0 days 15:51:46,1 days 20:33:51
0 days 00:00:25,0 days 00:00:01,0 days 17:20:37,6 days 18:31:16
0 days 00:00:24,0 days 00:00:01,0 days 17:52:29,1 days 02:24:54
0 days 00:00:18,0 days 00:00:01,0 days 15:31:54,5 days 18:50:34
0 days 00:03:26,2 days 14:24:40,0 days 05:58:22,4 days 21:04:08
0 days 00:00:12,0 days 00:00:01,0 days 17:46:08,0 days 06:31:36
0 days 00:00:23,0 days 00:00:01,0 days 17:47:36,34 days 01:17:19
0 days 00:00:25,0 days 00:00:01,0 days 17:46:34,5 days 21:25:48
0 days 00:00:29,0 days 15:27:57,0 days 02:50:34,5 days 19:38:28
